fuckin'm transtelecom,Negative 
"@PaganVixen I was a kid during Tom Baker/Peter Davison. So I'm very much torn between the two. Tennant has been amazing, I'll miss him.",neutral
@heartnsolex3 if its too hard go to ur guy peicing person and he shoud change it cause mine be hard to change to,neutral
Going to the Plum for the Final Happy Hour of JA&amp;G...they are finally closing their doors.,neutral
DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,neutral
"@chrisettefan nm. dang, you on NOW but i gotta bounce in like 4 minutes  i'm just chilling. the usual.",neutral
thanks timmy.  turns out he has strep and a high fever.,neutral
#3wordsaftersex I haven't started,neutral
Change of plans... I have nothing to do tonight  What are you doing?!,neutral
the classes with my students are over  gonna miss them...,neutral
@Corey_Cochran Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming...,neutral
@DebsBookNook no.  not this year.,neutral
"@FoxxFiles don't 4get Gina Thomas! (@iamdiddy the things u do, keep artist running from U) she's a corrections officer in Jersey now",neutral
Ugggh. Its so nice out! I don't want to be working with back-up dancers.,neutral
@shaunarawrr_x butbutbuttt he replied to you loads,neutral
@brigwyn work mostly,neutral
@DarrenRuane Hey! It's so funny - I stopped to get a coffee on the way in and spilt half of it in the car!,neutral
@jtypeplus Addictive isn't it. Biz could definately be better! Folks have just slowed down on getting their done.,neutral
"@noobde , Just read an article that buying IP's doesn't necessary mean to get developement teams . Does that mean   ?",neutral
Goin to work....,neutral
"@xsaydax Boo, on both counts.",neutral
sleepy and tired..i don't want to go to practice,neutral
I'm in class right now  1 more week of school.,neutral
I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,neutral
My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can't go wrong with those folks!,neutral
Maybe I should go see the other 4 movies as matinee's this week. I don't go in until 4pm as it's my night shift week coming up.,neutral
@James_Young Iv Only Got Two Twitters On Here !!,neutral
@GogDog I had sent you an e-mail,neutral
@Prophet1958 Hey it's that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,neutral
Hoping everyone is safe frm the purge that is supposedly happening at work right now.,neutral
http://twitpic.com/67f8o - Making the treck from lafayette to batonrouge solo.,neutral
Oh dear  #bgt,neutral
#bgt Can't watch anymore,neutral
"Gonna go round up some DVDs to sell...  I will miss them, but I need money!",neutral
Traffic is down to a crawl on I-94 right now.,neutral
"@lizzieIsCool meh, i feel fine now, it was crazy 10 minute sickness session, but now i'm hungry again",neutral
Not to mention hw fat ima get frm wrk n here.,neutral
"@mckenzie15 yeah, we get out june 4th...  blahhh (yet another reason the south is better!)",neutral
@chrisettefan yep. gotta go  man! i'll ttyl . . . eventually . . . sometime . . . in the future . . . hopefully . . . soon. ~ ~ ~,neutral
"@fishcraik Yes, its a common thing. Don't you remember? I promised you and Nic i wouldn't stress online  Clearly not kept",neutral
@comedy_dave meany,neutral
@scooterwastaken i think i have mine in hangers in the closet,neutral
@TwentyFour  what I said!    I'll have to think about it and try again!,neutral
ROFL.. okay I dont know. but Kristin still isnt here,neutral
@tayezzy public bathrooms,neutral
@cameronmoll none of the above? there is no none of the above option.,neutral
"@ThadMcCotter U were great, as always. But, can't we do an east Germany on noko? Or at least provoke them &amp; then go in 4 the kill.",neutral
"@equaliser You can create GPX files from gmaps-pedometer,its a 3rd party link.I had errors with #chrome &amp; #ie7 so far",neutral
"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",neutral
@MikeGrace Yeah we actually went in the room they were at. I just didn't look under the counter where they were,neutral
the kids are going to see up without me.,neutral
thinks someone may have keyed her car.  Big scratches on the hood.,neutral
It does! Lol but i have none,neutral
@compassandcoin you are not alone,neutral
Finishing up my last Friday at Olive Crest,neutral
@paulmjohnston Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,neutral
@kimmyownsyou @bkmaarten They don't do car audio,neutral
I want an iPhone &lt;33333,neutral
arrg - i've been trying to upload my picture...darn thing won't let me,neutral
"@sanazj I dunno, I have tried it in various forms and nothing, can't really like it  my dislike of cheese is an enigma to me",neutral
Look at how far away I've gone... locked away in a room trying to work in silence and yet... constant &quot;urgent&quot; emails and IM's persist,neutral
"@eincline that's me right now, all I can do is stare at everyone else working on thier laptops",neutral
just when i get the music to start playing..i clicked &quot;home&quot;,neutral
Raining again,neutral
Going to settle down and watch Sisterhood Of The Traveling Pants 2. Just had a two Mars Bars  but YUM!,neutral
@mikeconaty i know the feeling.,neutral
@epicturtle i hope they can figure it out.,neutral
I get the feeling @kris0614 is going to make me wait until I get home to tell me I'm denied vittles from BWW.,neutral
@moonfrye My plans for the weekend include working on a paper and driving my guy 2 the airport. Won't see him for 3 wks.,neutral
"@foilplay un cross them please..I was planning on buying a lambo this summer, next stop,, pitsvillle baby...=people carrier",neutral
@Ashleys4 me too,neutral
@Cakez01 YA I JUST GOT A TWITT FROM SOMEBODY SAYIN IT LOOKS LIKE ITS GONNA RAIN OUT HERE ON THE WEST COAST..I AINT BEEN OUTSIDE YET.,neutral
Guus's last game 2moz,neutral
Another day @ Casino de Montreal,neutral
"ftsk (L) haven't listened to them in a while. so fucking pissed off my with so called 'friends', can't wait to leave this shitty school",neutral
@kafryn i cant,neutral
I want to watch the movie &quot;Up&quot; but no one wants to watch it with me,neutral
"@DChi606 Sadly, all I have is the Stanley Steemer 800 number.",neutral
Not going to the dance recital and now i feel like a piece of shit cuz it cost so much money,neutral
woken up by mum. work,neutral
@Rysherd yes! My co-workers don't go to bars with me,neutral
In Yucaipa. Gonna watch the game alone or what,neutral
Sad news - Young Quinland Building's white-gloved elevator operator has retired   http://tinyurl.com/ne6mlu,neutral
Just got back from school! Ugh I don't want to go to the dance tonight,neutral
@Geeblink A eu fiz de chocolate,neutral
i tried calling work 5 times and they wont answer,neutral
"@dollyblowflake Hi there.  I agree!  Small children should be running about happy, not breaking down in tears",neutral
@ the office craving ice cream,neutral
There's Only One Thing I Hate About Friends And Dats When They Move Skl They Forget About Yuu,neutral
Last scheduled corn dog oc shift,neutral
Its so obvious Holly will go thru on the public vote straight away.. SOOO obvious.  Then Aidan and Greg for judges but neither should go,neutral
@Timothy_Carroll i want a marty mcflyy t-shirt.,neutral
"@nicole531 http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn't here",neutral
@WeAreBrave  not,neutral
Fractured growth plate doesn't mix well with the upcoming dance recital for 12yr old.    Does anybody want to buy a costume...or six? GAH!,neutral
Would like some Nutella. None to be had,neutral
@radioclash Ich will auch zu Pinkpop,neutral
@oyfreakinvey ME TOO UGH,neutral
"@Antonisha man those people are hard to reach, I've been stalking H.R.",neutral
It's raining at seaworld,neutral
People eight years my junior can't understand most of my references,neutral
@steff_blehh where i do not see you steff  what time are you on it ?.,neutral
@mcraddictal,neutral
@egsa no plan currently,neutral
@EllabellCullen3 I can't. I'm on my iPod and it doesn't have IM,neutral
@Blo0dsta1ned i know my mom is going up there monday with me to get it changed. i'm so upset,neutral
@ChickenStudios i dont know,neutral
nothin to do,neutral
@TheRealKristi Many miles of driving today. No time to twitter,neutral
@noland_fam lol it's coming up too  probably mid june early julyish???,neutral
@opium_war  &lt;3?,neutral
"Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4",neutral
Im on my way to brookings,neutral
"Changing to work,.",neutral
"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6",neutral
"aidan, please",neutral
"Back at home,11 hours till work",neutral
@Rougite nop  uso grooveshark pero muy informal ni user tengo,neutral
@donnanorgren: Oh its begun long before this!,neutral
"#BGT DCD Seniors were good, but not good enough.",neutral
The Vogue model Miss Rachel is out  Merh ...,neutral
@hauntyou Umm..ok..just don't start cats on fire..  ...promise,neutral
Ugh 3 more hours,neutral
@oyfreakinvey rofl,neutral
"You know for a short week, it certainly dragged",neutral
@smashingpumpkin http://twitpic.com/67h72 -,neutral
http://twitpic.com/67hac - My besties. If only @ddlovato was there.,neutral
I am so full.. And I haven't even eaten my meal yet,neutral
@tameshad I'll be sure to call you soon! btw Masita leaves tomorrow,neutral
@damohopo but thats 7 weeks away  Im sure we got by only tweeting at night before?,neutral
@monsterchew thanks! Will check next time I'm in Target. It's over an hour away,neutral
in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!,neutral
@Kevinchinart But I really want a Sporebat pet.,neutral
The @Jonasbrothers 3d movie was amazing but a little to short  i wanted more!!,neutral
"@Nettofabulous red top tabloids, build em up, knock em down",neutral
thanks do the invite though,neutral
Poor @extralife.  The flowers are fornicating with HIS nose now.    @missiondeep,neutral
@roxxy89 nah is next week honey ma fault for confusin u,neutral
"@KevFP yeah i think it just depends on what you're doing with it, but at least im getting it for free  ill miss my sk though",neutral
@amberlily,neutral
@BpTheProducer without me,neutral
@Jonasbrothers you guys didn't say hi or answer my questions yesterday  but nice songs.,neutral
Ummmmm now im all alone at mcalisters,neutral
@nayia37 Everything is lousy,neutral
@QuindaS  your right.... How was your trip,neutral
